Gene	Rank	Rating	Type	Proximity	QTL	PCHiC	Description
APOC2	6784	0.9972	Peripheral	0	0	0	apolipoprotein C2
MTTP	6785	0.997	Peripheral	0	0	0	microsomal triglyceride transfer protein
CYP1A1	6786	0.9967	Peripheral	0	0	0	cytochrome P450 family 1 subfamily A member 1
CD1D	6787	0.9966	Peripheral	0	0	0	CD1d molecule
ROBO4	6788	0.9965	Peripheral	0	0	0	roundabout guidance receptor 4
UBAP2L	6789	0.9963	Peripheral	0	0	0	ubiquitin associated protein 2 like
DYNLRB1	6790	0.9963	Peripheral	0	0	0	dynein light chain roadblock-type 1
CAPZA3	6791	0.9962	Peripheral	0	0	0	capping actin protein of muscle Z-line subunit alpha 3
ALOX12	6792	0.9961	Peripheral	0	0	0	arachidonate 12-lipoxygenase, 12S type
COG2	6793	0.996	Peripheral	0	0	0	component of oligomeric golgi complex 2
PTX3	6794	0.996	Peripheral	0	0	0	pentraxin 3
TIPRL	6795	0.996	Peripheral	0	0	0	TOR signaling pathway regulator
COG5	6796	0.996	Peripheral	0	0	0	component of oligomeric golgi complex 5
SCARA5	6797	0.996	Peripheral	0	0	0	scavenger receptor class A member 5
PKNOX1	6798	0.9959	Peripheral	0	0	0	PBX/knotted 1 homeobox 1
JARID2	6799	0.9959	Peripheral	0	0	0	jumonji and AT-rich interaction domain containing 2
RGS19	6800	0.9957	Peripheral	0	0	0	regulator of G protein signaling 19
FERMT1	6801	0.9954	Peripheral	0	0	0	FERM domain containing kindlin 1
MRPL49	6802	0.9951	Peripheral	0	0	0	mitochondrial ribosomal protein L49
CAPN12	6803	0.9951	Peripheral	0	0	0	calpain 12
ZNF521	6804	0.9946	Peripheral	0	0	0	zinc finger protein 521
MRPS16	6805	0.9945	Peripheral	0	0	0	mitochondrial ribosomal protein S16
CARMIL2	6806	0.9944	Peripheral	0	0	0	capping protein regulator and myosin 1 linker 2
SORD	6807	0.9942	Peripheral	0	0	0	sorbitol dehydrogenase
FTL	6808	0.9942	Peripheral	0	0	0	ferritin light chain
PLA2G12A	6809	0.9941	Peripheral	0	0	0	phospholipase A2 group XIIA
PEPD	6810	0.994	Peripheral	0	0	0	peptidase D
SLPI	6811	0.9938	Peripheral	0	0	0	secretory leukocyte peptidase inhibitor
MRPL40	6812	0.9932	Peripheral	0	0	0	mitochondrial ribosomal protein L40
WEE2	6813	0.9931	Peripheral	0	0	0	WEE2 oocyte meiosis inhibiting kinase
DTNBP1	6814	0.993	Peripheral	0	0	0	dystrobrevin binding protein 1
NIT2	6815	0.9927	Peripheral	0	0	0	nitrilase family member 2
F13B	6816	0.9924	Peripheral	0	0	0	coagulation factor XIII B chain
UBL4B	6817	0.9923	Peripheral	0	0	0	ubiquitin like 4B
RP1	6818	0.9923	Peripheral	0	0	0	RP1 axonemal microtubule associated
RNF19B	6819	0.9921	Peripheral	0	0	0	ring finger protein 19B
SERTAD1	6820	0.9921	Peripheral	0	0	0	SERTA domain containing 1
RPL10L	6821	0.9918	Peripheral	0	0	0	ribosomal protein L10 like
CCHCR1	6822	0.9918	Peripheral	0	0	0	coiled-coil alpha-helical rod protein 1
APTX	6823	0.9917	Peripheral	0	0	0	aprataxin
ACTR3B	6824	0.991	Peripheral	0	0	0	actin related protein 3B
SCAI	6825	0.9906	Peripheral	0	0	0	suppressor of cancer cell invasion
MMP11	6826	0.9905	Peripheral	0	0	0	matrix metallopeptidase 11
DRD5	6827	0.9904	Peripheral	0	0	0	dopamine receptor D5
DCTN6	6828	0.9904	Peripheral	0	0	0	dynactin subunit 6
MRPL27	6829	0.9904	Peripheral	0	0	0	mitochondrial ribosomal protein L27
SAR1A	6830	0.9902	Peripheral	0	0	0	secretion associated Ras related GTPase 1A
CYP4F2	6831	0.9902	Peripheral	0	0	0	cytochrome P450 family 4 subfamily F member 2
UPB1	6832	0.9901	Peripheral	0	0	0	beta-ureidopropionase 1
CORO1A	6833	0.9896	Peripheral	0	0	0	coronin 1A
BLZF1	6834	0.9895	Peripheral	0	0	0	basic leucine zipper nuclear factor 1
KDSR	6835	0.9891	Peripheral	0	0	0	3-ketodihydrosphingosine reductase
MRPL43	6836	0.989	Peripheral	0	0	0	mitochondrial ribosomal protein L43
AK1	6837	0.9889	Peripheral	0	0	0	adenylate kinase 1
SRGN	6838	0.9889	Peripheral	0	0	0	serglycin
GUCY1A1	6839	0.9889	Peripheral	0	0	0	guanylate cyclase 1 soluble subunit alpha 1
DHCR7	6840	0.9887	Peripheral	0	0	0	7-dehydrocholesterol reductase
ACAD8	6841	0.9885	Peripheral	0	0	0	acyl-CoA dehydrogenase family member 8
GYG2	6842	0.9885	Peripheral	0	0	0	glycogenin 2
CYP4A11	6843	0.9885	Peripheral	0	0	0	cytochrome P450 family 4 subfamily A member 11
ZFYVE19	6844	0.9885	Peripheral	0	0	0	zinc finger FYVE-type containing 19
MRPS11	6845	0.9884	Peripheral	0	0	0	mitochondrial ribosomal protein S11
RPS26	6846	0.9884	Peripheral	0	0	0	ribosomal protein S26
SEC24A	6847	0.9882	Peripheral	0	0	0	SEC24 homolog A, COPII coat complex component
CMTR1	6848	0.9878	Peripheral	0	0	0	cap methyltransferase 1
RPL26	6849	0.9878	Peripheral	0	0	0	ribosomal protein L26
PABPN1	6850	0.9878	Peripheral	0	0	0	poly(A) binding protein nuclear 1
RABL2A	6851	0.9877	Peripheral	0	0	0	RAB, member of RAS oncogene family like 2A
LOX	6852	0.9876	Peripheral	0	0	0	lysyl oxidase
PROKR2	6853	0.9875	Peripheral	0	0	0	prokineticin receptor 2
SRA1	6854	0.9875	Peripheral	0	0	0	steroid receptor RNA activator 1
CFHR4	6855	0.9873	Peripheral	0	0	0	complement factor H related 4
VPS51	6856	0.9873	Peripheral	0	0	0	VPS51 subunit of GARP complex
PLXNB2	6857	0.987	Peripheral	0	0	0	plexin B2
NXF5	6858	0.9869	Peripheral	0	0	0	nuclear RNA export factor 5
PRDM9	6859	0.9868	Peripheral	0	0	0	PR/SET domain 9
NPY	6860	0.9868	Peripheral	0	0	0	neuropeptide Y
VPS16	6861	0.9868	Peripheral	0	0	0	VPS16 core subunit of CORVET and HOPS complexes
POLL	6862	0.9868	Peripheral	0	0	0	DNA polymerase lambda
SLC6A1	6863	0.9865	Peripheral	0	0	0	solute carrier family 6 member 1
SWSAP1	6864	0.9862	Peripheral	0	0	0	SWIM-type zinc finger 7 associated protein 1
CYP2C8	6865	0.9861	Peripheral	0	0	0	cytochrome P450 family 2 subfamily C member 8
MICALL1	6866	0.9851	Peripheral	0	0	0	MICAL like 1
ATP1B1	6867	0.985	Peripheral	0	0	0	ATPase Na+/K+ transporting subunit beta 1
ATP5PF	6868	0.9847	Peripheral	0	0	0	ATP synthase peripheral stalk subunit F6
FZD4	6869	0.9846	Peripheral	0	0	0	frizzled class receptor 4
MRPL46	6870	0.9845	Peripheral	0	0	0	mitochondrial ribosomal protein L46
ASB2	6871	0.9843	Peripheral	0	0	0	ankyrin repeat and SOCS box containing 2
PEX10	6872	0.984	Peripheral	0	0	0	peroxisomal biogenesis factor 10
SUDS3	6873	0.9839	Peripheral	0	0	0	SDS3 homolog, SIN3A corepressor complex component
ACTR3C	6874	0.9839	Peripheral	0	0	0	actin related protein 3C
STRIP2	6875	0.9838	Peripheral	0	0	0	striatin interacting protein 2
IGSF5	6876	0.9838	Peripheral	0	0	0	immunoglobulin superfamily member 5
CTRC	6877	0.9838	Peripheral	0	0	0	chymotrypsin C
DHCR24	6878	0.9834	Peripheral	0	0	0	24-dehydrocholesterol reductase
SLC6A12	6879	0.9834	Peripheral	0	0	0	solute carrier family 6 member 12
BCL11A	6880	0.9834	Peripheral	0	0	0	BAF chromatin remodeling complex subunit BCL11A
GAREM1	6881	0.9833	Peripheral	0	0	0	GRB2 associated regulator of MAPK1 subtype 1
GAREM2	6881	0.9833	Peripheral	0	0	0	GRB2 associated regulator of MAPK1 subtype 2
RNF225	6881	0.9833	Peripheral	0	0	0	ring finger protein 225
THEMIS2	6881	0.9833	Peripheral	0	0	0	thymocyte selection associated family member 2
SLC12A5	6885	0.9832	Peripheral	0	0	0	solute carrier family 12 member 5
CPEB1	6886	0.9832	Peripheral	0	0	0	cytoplasmic polyadenylation element binding protein 1
TAGLN3	6887	0.9831	Peripheral	0	0	0	transgelin 3
CYP4F3	6888	0.983	Peripheral	0	0	0	cytochrome P450 family 4 subfamily F member 3
APBA3	6889	0.9825	Peripheral	0	0	0	amyloid beta precursor protein binding family A member 3
INO80	6890	0.9823	Peripheral	0	0	0	INO80 complex ATPase subunit
RGS9	6891	0.9822	Peripheral	0	0	0	regulator of G protein signaling 9
NUSAP1	6892	0.9821	Peripheral	0	0	0	nucleolar and spindle associated protein 1
ARG1	6893	0.982	Peripheral	0	0	0	arginase 1
ARG2	6893	0.982	Peripheral	0	0	0	arginase 2
PITRM1	6895	0.982	Peripheral	0	0	0	pitrilysin metallopeptidase 1
CLK2	6896	0.9818	Core	1	0	0	CDC like kinase 2
MAGI3	6897	0.9818	Peripheral	0	0	0	membrane associated guanylate kinase, WW and PDZ domain containing 3
GGA1	6898	0.9818	Peripheral	0	0	0	golgi associated, gamma adaptin ear containing, ARF binding protein 1
COA8	6899	0.9818	Peripheral	0	0	0	cytochrome c oxidase assembly factor 8
PKP3	6900	0.9817	Peripheral	0	0	0	plakophilin 3
PALLD	6901	0.9816	Peripheral	0	0	0	palladin, cytoskeletal associated protein
BUD23	6902	0.9812	Peripheral	0	0	0	BUD23 rRNA methyltransferase and ribosome maturation factor
DLST	6903	0.9811	Peripheral	0	0	0	dihydrolipoamide S-succinyltransferase
TIMP3	6904	0.981	Peripheral	0	0	0	TIMP metallopeptidase inhibitor 3
CYP27A1	6905	0.9807	Peripheral	0	0	0	cytochrome P450 family 27 subfamily A member 1
FLI1	6906	0.9805	Peripheral	0	0	0	Fli-1 proto-oncogene, ETS transcription factor
CNPY3	6907	0.9804	Peripheral	0	0	0	canopy FGF signaling regulator 3
UPK3BL1	6908	0.98	Peripheral	0	0	0	uroplakin 3B like 1
ARRDC1	6909	0.9796	Peripheral	0	0	0	arrestin domain containing 1
DNAJC22	6910	0.9796	Peripheral	0	0	0	DnaJ heat shock protein family (Hsp40) member C22
SURF4	6911	0.9795	Peripheral	0	0	0	surfeit 4
MPND	6912	0.9792	Peripheral	0	0	0	MPN domain containing
SH3BP4	6913	0.9791	Peripheral	0	0	0	SH3 domain binding protein 4
RBPMS	6914	0.979	Peripheral	0	0	0	RNA binding protein, mRNA processing factor
NFE2	6915	0.9789	Peripheral	0	0	0	nuclear factor, erythroid 2
ELP3	6916	0.9787	Peripheral	0	0	0	elongator acetyltransferase complex subunit 3
MRPL19	6917	0.9777	Peripheral	0	0	0	mitochondrial ribosomal protein L19
LTV1	6918	0.9771	Peripheral	0	0	0	LTV1 ribosome biogenesis factor
CLASP2	6919	0.9769	Peripheral	0	0	0	cytoplasmic linker associated protein 2
KIF27	6920	0.9764	Peripheral	0	0	0	kinesin family member 27
NAE1	6921	0.9763	Peripheral	0	0	0	NEDD8 activating enzyme E1 subunit 1
VPS33B	6922	0.976	Peripheral	0	0	0	VPS33B late endosome and lysosome associated
FSHR	6923	0.9759	Peripheral	0	0	0	follicle stimulating hormone receptor
METTL13	6924	0.9759	Peripheral	0	0	0	methyltransferase 13, eEF1A lysine and N-terminal methyltransferase
PHAX	6925	0.9757	Peripheral	0	0	0	phosphorylated adaptor for RNA export
BCL2L13	6926	0.9754	Peripheral	0	0	0	BCL2 like 13
DCAF11	6927	0.9754	Peripheral	0	0	0	DDB1 and CUL4 associated factor 11
KLHL9	6928	0.9753	Peripheral	0	0	0	kelch like family member 9
NEFM	6929	0.975	Peripheral	0	0	0	neurofilament medium chain
H1-2	6930	0.9746	Peripheral	0	0	0	H1.2 linker histone, cluster member
POLR1G	6931	0.9745	Peripheral	0	0	0	RNA polymerase I subunit G
BOC	6932	0.9744	Peripheral	0	0	0	BOC cell adhesion associated, oncogene regulated
ALDH6A1	6933	0.9742	Peripheral	0	0	0	aldehyde dehydrogenase 6 family member A1
MYH3	6934	0.9741	Peripheral	0	0	0	myosin heavy chain 3
AQP2	6935	0.9741	Peripheral	0	0	0	aquaporin 2
PEBP4	6936	0.974	Peripheral	0	0	0	phosphatidylethanolamine binding protein 4
TUBG1	6937	0.9736	Peripheral	0	0	0	tubulin gamma 1
KRT8	6938	0.9733	Peripheral	0	0	0	keratin 8
MACROH2A1	6939	0.9731	Peripheral	0	0	0	macroH2A.1 histone
PRIM2	6940	0.9731	Peripheral	0	0	0	DNA primase subunit 2
GMPS	6941	0.973	Peripheral	0	0	0	guanine monophosphate synthase
POLN	6942	0.973	Peripheral	0	0	0	DNA polymerase nu
C1R	6943	0.973	Peripheral	0	0	0	complement C1r
CRIP2	6944	0.9729	Peripheral	0	0	0	cysteine rich protein 2
PLA2G5	6945	0.9729	Peripheral	0	0	0	phospholipase A2 group V
SEC23A	6946	0.9724	Peripheral	0	0	0	SEC23 homolog A, COPII coat complex component
TMPO	6947	0.9723	Peripheral	0	0	0	thymopoietin
SLC30A9	6948	0.9721	Peripheral	0	0	0	solute carrier family 30 member 9
ZSCAN10	6949	0.972	Peripheral	0	0	0	zinc finger and SCAN domain containing 10
ANTXR1	6950	0.9718	Peripheral	0	0	0	ANTXR cell adhesion molecule 1
KCNH2	6951	0.9717	Peripheral	0	0	0	potassium voltage-gated channel subfamily H member 2
GC	6952	0.9714	Peripheral	0	0	0	GC vitamin D binding protein
PTGDS	6953	0.9711	Peripheral	0	0	0	prostaglandin D2 synthase
CPNE3	6954	0.9711	Peripheral	0	0	0	copine 3
LRRTM1	6955	0.9708	Peripheral	0	0	0	leucine rich repeat transmembrane neuronal 1
PLA2G2D	6956	0.9707	Peripheral	0	0	0	phospholipase A2 group IID
MRPL47	6957	0.9707	Peripheral	0	0	0	mitochondrial ribosomal protein L47
SNX33	6958	0.9706	Peripheral	0	0	0	sorting nexin 33
PREB	6959	0.9705	Peripheral	0	0	0	prolactin regulatory element binding
MYL3	6960	0.9705	Peripheral	0	0	0	myosin light chain 3
KANSL3	6961	0.9704	Peripheral	0	0	0	KAT8 regulatory NSL complex subunit 3
BCORL1	6962	0.9704	Peripheral	0	0	0	BCL6 corepressor like 1
RGS20	6963	0.9703	Peripheral	0	0	0	regulator of G protein signaling 20
AP1S2	6964	0.9702	Peripheral	0	0	0	adaptor related protein complex 1 subunit sigma 2
FAN1	6965	0.97	Peripheral	0	0	0	FANCD2 and FANCI associated nuclease 1
ATP6AP2	6966	0.97	Peripheral	0	0	0	ATPase H+ transporting accessory protein 2
PABIR1	6967	0.9699	Peripheral	0	0	0	PP2A Aalpha (PPP2R1A) and B55A (PPP2R2A) interacting phosphatase regulator 1
PLXNA3	6968	0.9696	Peripheral	0	0	0	plexin A3
MRPS6	6969	0.9694	Peripheral	0	0	0	mitochondrial ribosomal protein S6
NOL3	6970	0.9693	Peripheral	0	0	0	nucleolar protein 3
TNFAIP8L2	6970	0.9693	Peripheral	0	0	0	TNF alpha induced protein 8 like 2
UBXN4	6972	0.969	Peripheral	0	0	0	UBX domain protein 4
MATN1	6973	0.9689	Peripheral	0	0	0	matrilin 1
MSI1	6974	0.9688	Peripheral	0	0	0	musashi RNA binding protein 1
DCAF6	6975	0.9687	Peripheral	0	0	0	DDB1 and CUL4 associated factor 6
ACADM	6976	0.9684	Peripheral	0	0	0	acyl-CoA dehydrogenase medium chain
LRRC4B	6977	0.9682	Peripheral	0	0	0	leucine rich repeat containing 4B
ROMO1	6978	0.9678	Peripheral	0	0	0	reactive oxygen species modulator 1
SINHCAF	6979	0.9675	Peripheral	0	0	0	SIN3-HDAC complex associated factor
CTSZ	6980	0.9675	Peripheral	0	0	0	cathepsin Z
WNT4	6981	0.9674	Peripheral	0	0	0	Wnt family member 4
PTGER3	6982	0.9673	Peripheral	0	0	0	prostaglandin E receptor 3
ANKRD33B	6983	0.9673	Core	1	0	0	ankyrin repeat domain 33B
MYL4	6984	0.9671	Peripheral	0	0	0	myosin light chain 4
MATN3	6985	0.967	Peripheral	0	0	0	matrilin 3
UBE4A	6986	0.9668	Peripheral	0	0	0	ubiquitination factor E4A
F11	6987	0.9663	Peripheral	0	0	0	coagulation factor XI
NUDT5	6988	0.9663	Peripheral	0	0	0	nudix hydrolase 5
FCGRT	6989	0.9661	Peripheral	0	0	0	Fc gamma receptor and transporter
SPA17	6990	0.966	Peripheral	0	0	0	sperm autoantigenic protein 17
TEAD1	6991	0.9658	Peripheral	0	0	0	TEA domain transcription factor 1
MAFF	6992	0.9658	Peripheral	0	0	0	MAF bZIP transcription factor F
CTRB2	6993	0.9657	Peripheral	0	0	0	chymotrypsinogen B2
GFM1	6994	0.9649	Peripheral	0	0	0	G elongation factor mitochondrial 1
FPR3	6995	0.9649	Peripheral	0	0	0	formyl peptide receptor 3
RGL3	6996	0.9643	Peripheral	0	0	0	ral guanine nucleotide dissociation stimulator like 3
VPS54	6997	0.9642	Peripheral	0	0	0	VPS54 subunit of GARP complex
NOXO1	6998	0.9641	Peripheral	0	0	0	NADPH oxidase organizer 1
MBL2	6999	0.964	Peripheral	0	0	0	mannose binding lectin 2
NOC2L	7000	0.9634	Peripheral	0	0	0	NOC2 like nucleolar associated transcriptional repressor
C3AR1	7001	0.9633	Peripheral	0	0	0	complement C3a receptor 1
KLHL12	7002	0.9633	Peripheral	0	0	0	kelch like family member 12
CHRAC1	7003	0.9633	Peripheral	0	0	0	chromatin accessibility complex subunit 1
TRIAP1	7004	0.9632	Peripheral	0	0	0	TP53 regulated inhibitor of apoptosis 1
RFNG	7005	0.9629	Peripheral	0	0	0	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
BIN2	7006	0.9629	Peripheral	0	0	0	bridging integrator 2
GUCY1A2	7007	0.9628	Peripheral	0	0	0	guanylate cyclase 1 soluble subunit alpha 2
KCNA1	7008	0.9627	Peripheral	0	0	0	potassium voltage-gated channel subfamily A member 1
SGPL1	7009	0.9626	Peripheral	0	0	0	sphingosine-1-phosphate lyase 1
KNTC1	7010	0.9626	Peripheral	0	0	0	kinetochore associated 1
SV2B	7011	0.9626	Peripheral	0	0	0	synaptic vesicle glycoprotein 2B
LRP10	7012	0.9622	Peripheral	0	0	0	LDL receptor related protein 10
LRP12	7012	0.9622	Peripheral	0	0	0	LDL receptor related protein 12
AEBP2	7014	0.9622	Peripheral	0	0	0	AE binding protein 2
PUSL1	7015	0.9622	Core	0	0	1	pseudouridine synthase like 1
RBM47	7016	0.9622	Peripheral	0	0	0	RNA binding motif protein 47
KLF6	7017	0.962	Peripheral	0	0	0	Kruppel like factor 6
GOLGA7B	7018	0.9619	Peripheral	0	0	0	golgin A7 family member B
PANK1	7019	0.9614	Peripheral	0	0	0	pantothenate kinase 1
FLOT1	7020	0.9614	Peripheral	0	0	0	flotillin 1
CYP2J2	7021	0.9613	Peripheral	0	0	0	cytochrome P450 family 2 subfamily J member 2
SKA1	7022	0.9612	Peripheral	0	0	0	spindle and kinetochore associated complex subunit 1
TOP3B	7023	0.9612	Peripheral	0	0	0	DNA topoisomerase III beta
CPSF4	7024	0.9612	Peripheral	0	0	0	cleavage and polyadenylation specific factor 4
UAP1	7025	0.9611	Peripheral	0	0	0	UDP-N-acetylglucosamine pyrophosphorylase 1
USO1	7026	0.9608	Peripheral	0	0	0	USO1 vesicle transport factor
PHPT1	7027	0.9605	Peripheral	0	0	0	phosphohistidine phosphatase 1
WDR81	7028	0.9605	Peripheral	0	0	0	WD repeat domain 81
BMF	7029	0.9605	Peripheral	0	0	0	Bcl2 modifying factor
FOXC2	7030	0.9605	Peripheral	0	0	0	forkhead box C2
FOXC1	7031	0.9602	Peripheral	0	0	0	forkhead box C1
RAB3GAP1	7032	0.9602	Peripheral	0	0	0	RAB3 GTPase activating protein catalytic subunit 1
SPANXN3	7033	0.9601	Peripheral	0	0	0	SPANX family member N3
PLA2G3	7034	0.9599	Peripheral	0	0	0	phospholipase A2 group III
RHOT2	7035	0.9598	Peripheral	0	0	0	ras homolog family member T2
HMGCR	7036	0.9597	Peripheral	0	0	0	3-hydroxy-3-methylglutaryl-CoA reductase
ATP6V1D	7037	0.9597	Peripheral	0	0	0	ATPase H+ transporting V1 subunit D
TRIM55	7038	0.9596	Peripheral	0	0	0	tripartite motif containing 55
TBC1D2	7039	0.9593	Peripheral	0	0	0	TBC1 domain family member 2
A3GALT2	7040	0.959	Peripheral	0	0	0	alpha 1,3-galactosyltransferase 2
FBXO9	7041	0.9587	Peripheral	0	0	0	F-box protein 9
GYG1	7042	0.9587	Peripheral	0	0	0	glycogenin 1
ENTPD7	7043	0.9585	Core	0	0	1	ectonucleoside triphosphate diphosphohydrolase 7
LRRTM4	7044	0.9583	Peripheral	0	0	0	leucine rich repeat transmembrane neuronal 4
GINS2	7045	0.9579	Peripheral	0	0	0	GINS complex subunit 2
FKBP3	7046	0.9578	Peripheral	0	0	0	FKBP prolyl isomerase 3
MRPL44	7047	0.9577	Peripheral	0	0	0	mitochondrial ribosomal protein L44
STMN4	7048	0.9577	Peripheral	0	0	0	stathmin 4
USH1C	7049	0.9577	Peripheral	0	0	0	USH1 protein network component harmonin
KIFC3	7050	0.9572	Peripheral	0	0	0	kinesin family member C3
CPB2	7051	0.9571	Peripheral	0	0	0	carboxypeptidase B2
FOXK1	7052	0.9571	Peripheral	0	0	0	forkhead box K1
ATP1B3	7053	0.957	Peripheral	0	0	0	ATPase Na+/K+ transporting subunit beta 3
DGCR6L	7054	0.9569	Peripheral	0	0	0	DiGeorge syndrome critical region gene 6 like
LPAR6	7055	0.9567	Peripheral	0	0	0	lysophosphatidic acid receptor 6
RPS21	7056	0.9566	Peripheral	0	0	0	ribosomal protein S21
CHRNB3	7057	0.9562	Peripheral	0	0	0	cholinergic receptor nicotinic beta 3 subunit
PLA2G4F	7058	0.9561	Peripheral	0	0	0	phospholipase A2 group IVF
SSU72	7059	0.9561	Peripheral	0	0	0	SSU72 homolog, RNA polymerase II CTD phosphatase
AFP	7060	0.9551	Peripheral	0	0	0	alpha fetoprotein
TBC1D19	7061	0.955	Peripheral	0	0	0	TBC1 domain family member 19
MFNG	7062	0.955	Peripheral	0	0	0	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
MRPL32	7063	0.9548	Peripheral	0	0	0	mitochondrial ribosomal protein L32
RAD51D	7064	0.9545	Peripheral	0	0	0	RAD51 paralog D
MALSU1	7065	0.9545	Peripheral	0	0	0	mitochondrial assembly of ribosomal large subunit 1
MRPL41	7066	0.9544	Peripheral	0	0	0	mitochondrial ribosomal protein L41
HECA	7067	0.9544	Peripheral	0	0	0	hdc homolog, cell cycle regulator
DGKI	7068	0.9543	Peripheral	0	0	0	diacylglycerol kinase iota
SGIP1	7069	0.9542	Peripheral	0	0	0	SH3GL interacting endocytic adaptor 1
NOB1	7070	0.9542	Peripheral	0	0	0	NIN1 (RPN12) binding protein 1 homolog
RPL10A	7071	0.9538	Peripheral	0	0	0	ribosomal protein L10a
DHRS4	7072	0.9537	Peripheral	0	0	0	dehydrogenase/reductase 4
MRPL23	7073	0.9534	Peripheral	0	0	0	mitochondrial ribosomal protein L23
ICMT	7074	0.9534	Peripheral	0	0	0	isoprenylcysteine carboxyl methyltransferase
ACTR8	7075	0.9533	Peripheral	0	0	0	actin related protein 8
MRPS9	7076	0.9533	Peripheral	0	0	0	mitochondrial ribosomal protein S9
CKB	7077	0.953	Peripheral	0	0	0	creatine kinase B
SCO1	7078	0.9528	Peripheral	0	0	0	synthesis of cytochrome C oxidase 1
NXT1	7079	0.9528	Peripheral	0	0	0	nuclear transport factor 2 like export factor 1
TRMT10A	7080	0.9526	Peripheral	0	0	0	tRNA methyltransferase 10A
MRPS18A	7081	0.9524	Peripheral	0	0	0	mitochondrial ribosomal protein S18A
TCAP	7082	0.9523	Peripheral	0	0	0	titin-cap
CR1L	7083	0.9523	Peripheral	0	0	0	complement C3b/C4b receptor 1 like
VSIG4	7083	0.9523	Peripheral	0	0	0	V-set and immunoglobulin domain containing 4
GUK1	7085	0.9522	Peripheral	0	0	0	guanylate kinase 1
SYT12	7086	0.9521	Peripheral	0	0	0	synaptotagmin 12
SMN1	7087	0.9521	Peripheral	0	0	0	survival of motor neuron 1, telomeric
ZBTB22	7088	0.952	Peripheral	0	0	0	zinc finger and BTB domain containing 22
SIGLEC5	7089	0.9519	Peripheral	0	0	0	sialic acid binding Ig like lectin 5
ATP5MC2	7090	0.9516	Peripheral	0	0	0	ATP synthase membrane subunit c locus 2
AP1S1	7091	0.9515	Peripheral	0	0	0	adaptor related protein complex 1 subunit sigma 1
TRMT2A	7092	0.9514	Peripheral	0	0	0	tRNA methyltransferase 2 homolog A
AUP1	7093	0.9513	Peripheral	0	0	0	AUP1 lipid droplet regulating VLDL assembly factor
ABHD17A	7094	0.9512	Peripheral	0	0	0	abhydrolase domain containing 17A, depalmitoylase
ABHD17B	7094	0.9512	Peripheral	0	0	0	abhydrolase domain containing 17B, depalmitoylase
ABHD17C	7094	0.9512	Peripheral	0	0	0	abhydrolase domain containing 17C, depalmitoylase
KDM2A	7097	0.9509	Peripheral	0	0	0	lysine demethylase 2A
GZMA	7098	0.9506	Peripheral	0	0	0	granzyme A
CNNM3	7099	0.9506	Peripheral	0	0	0	cyclin and CBS domain divalent metal cation transport mediator 3
FGL2	7100	0.9505	Peripheral	0	0	0	fibrinogen like 2
PPP1R3B	7101	0.9505	Peripheral	0	0	0	protein phosphatase 1 regulatory subunit 3B
DACH1	7102	0.9504	Peripheral	0	0	0	dachshund family transcription factor 1
FKBP10	7103	0.9504	Peripheral	0	0	0	FKBP prolyl isomerase 10
DHH	7104	0.9504	Peripheral	0	0	0	desert hedgehog signaling molecule
RPL35	7105	0.9503	Peripheral	0	0	0	ribosomal protein L35
DCAF17	7106	0.9503	Peripheral	0	0	0	DDB1 and CUL4 associated factor 17
BIRC6	7107	0.9501	Peripheral	0	0	0	baculoviral IAP repeat containing 6
DCAF10	7108	0.9501	Peripheral	0	0	0	DDB1 and CUL4 associated factor 10
TBX2	7109	0.9498	Peripheral	0	0	0	T-box transcription factor 2
METTL3	7110	0.9493	Peripheral	0	0	0	methyltransferase 3, N6-adenosine-methyltransferase complex catalytic subunit
RGS7	7111	0.9491	Peripheral	0	0	0	regulator of G protein signaling 7
ROPN1	7112	0.9487	Peripheral	0	0	0	rhophilin associated tail protein 1
CNOT4	7113	0.9486	Peripheral	0	0	0	CCR4-NOT transcription complex subunit 4
PHKB	7114	0.9486	Peripheral	0	0	0	phosphorylase kinase regulatory subunit beta
RPL17	7115	0.9482	Peripheral	0	0	0	ribosomal protein L17
APOO	7116	0.948	Peripheral	0	0	0	apolipoprotein O
BAZ2A	7117	0.9479	Peripheral	0	0	0	bromodomain adjacent to zinc finger domain 2A
SARNP	7118	0.9479	Peripheral	0	0	0	SAP domain containing ribonucleoprotein
RPL12	7119	0.9479	Peripheral	0	0	0	ribosomal protein L12
LDLRAP1	7120	0.9477	Peripheral	0	0	0	low density lipoprotein receptor adaptor protein 1
BCL9	7121	0.9477	Peripheral	0	0	0	BCL9 transcription coactivator
SYT13	7122	0.9476	Peripheral	0	0	0	synaptotagmin 13
CETP	7123	0.9475	Peripheral	0	0	0	cholesteryl ester transfer protein
HORMAD1	7124	0.9472	Peripheral	0	0	0	HORMA domain containing 1
TCIRG1	7125	0.947	Peripheral	0	0	0	T cell immune regulator 1, ATPase H+ transporting V0 subunit a3
ATP5MC3	7126	0.9468	Peripheral	0	0	0	ATP synthase membrane subunit c locus 3
SF3A1	7127	0.9466	Peripheral	0	0	0	splicing factor 3a subunit 1
MAFK	7128	0.9464	Peripheral	0	0	0	MAF bZIP transcription factor K
